,Name,Address,Age,Type,Area1,Area2,Rooms,FloorNum,Tags,Price
6121,近微風富裔館１101富裔館,台北市信義區忠孝東路五段,11.4年,華廈,建坪 10.3,主+陽 5.96,1廳1衛1室,4樓/7樓,"['有裝潢', '廁所開窗', '房間皆有窗']","1,236"
6122,士林夜市黃金透天,台北市士林區大東路,42.5年,別墅/透天,建坪 102.64,主+陽 80.95,14房2廳15衛,B1-4樓/4樓,"['有裝潢', '廁所開窗', '近公園']","22,500"
6123,大空間●泳池別墅,台北市內湖區康寧路三段,30.7年,別墅/透天,建坪 164.49,主+陽 75.64,7房8廳9衛1室,B2-4樓/4樓,"['有景觀', '廁所開窗', '房間皆有窗']","6,348"
6124,東方大樓稀有純辦,台北市中正區重慶南路一段,38.2年,辦公,建坪 28.06,主+陽 --,1廳0衛1室,5樓/8樓,"['有裝潢', '有景觀', '廁所開窗']","1,850"
6125,中山北親親大廈,台北市中山區中山北路一段,43.0年,華廈/辦公,建坪 21.15,主+陽 17.82,2房1廳1衛,8樓/9樓,"['有裝潢', '有陽台', '警衛管理']","1,450"
6126,低總店面純１樓華固名人道,台北市內湖區民權東路六段,12.3年,店面,建坪 14.57,主+陽 --,1廳1衛,1樓/14樓,"['有裝潢', '警衛管理', '具垃圾處理']","1,788"
6127,ＡＡ師大商一收租,台北市大安區師大路,14.0年,店面,建坪 15.26,主+陽 6.85,1廳1衛,1樓/7樓,"['近公園', '近捷運', '近市場']","4,588"
6128,松山省力一樓雅居,台北市松山區南京東路五段,45.6年,公寓,建坪 30.03,主+陽 --,3房2廳2衛1室,1樓/4樓,"['有裝潢', '有陽台', '無障礙空間']","2,150"
6129,買到賺到傳家寶,台北市中山區建國北路一段,23.9年,店面,建坪 17.96,主+陽 8.74,1廳1衛,1樓/10樓,"['有裝潢', '房間皆有窗', '警衛管理']","2,868"
6130,敦化學區榜上有名,台北市松山區八德路三段,46.1年,公寓,建坪 38.7,主+陽 38.7,4房2廳2衛,4樓/4樓,"['有裝潢', '廁所開窗', '房間皆有窗']","2,680"
6131,西湖機能超值辦公,台北市內湖區內湖路一段,15.8年,辦公/廠房,建坪 133.38,主+陽 --,1廳0衛,3樓/10樓,"['有裝潢', '有景觀', '廁所開窗']","5,700"
6132,仁愛高收益金雞,台北市信義區仁愛路四段,41.2年,公寓,建坪 27.11,主+陽 27.11,4房1廳3衛,4樓/5樓,"['三角窗', '有裝潢', '有景觀']","2,580"
6133,中崙市場武市店面,台北市松山區八德路三段,43.2年,店面/華廈,建坪 23.4,主+陽 --,1房1廳1衛,1樓/7樓,"['有裝潢', '無障礙空間', '近公園']","2,568"
6134,故宮庭院美麗１樓,台北市士林區故宮路,11.7年,華廈,建坪 65.42,主+陽 44.23,2廳2衛,1樓/5樓,"['毛胚屋', '前後陽台', '有陽台']","7,100"
6135,靜日式風別墅庭園,台北市士林區中社路二段,39.1年,別墅/透天,建坪 65.17,主+陽 59.79,5房2廳3衛,1-2樓/2樓,"['有裝潢', '有景觀', '前後陽台']","5,688"
6136,誠意出售－嘉醴棒,台北市內湖區金莊路,9.0年,辦公/廠房,建坪 58.42,主+陽 28.06,2房2廳2衛,6樓/11樓,"['有裝潢', '有景觀', '有陽台']","3,500"
6137,園區街大坡平車位第一道,台北市南港區園區街,11.5年,單售車位,建坪 12.12,主+陽 --,0衛,-3樓/14樓,"['警衛管理', '具垃圾處理', '健身房']",250
6138,店長推薦新東方捷年新東方,台北市內湖區行善路,11.0年,大樓,建坪 101.68,主+陽 41.73,3房2廳3衛,12樓/12樓,"['有景觀', '廁所開窗', '房間皆有窗']","6,998"
6139,三面環景景觀豪邸,台北市士林區忠勇街,16.5年,華廈,建坪 120.43,主+陽 73,3房2廳3衛,5樓/8樓,"['有裝潢', '有景觀', '前後陽台']","6,980"
6140,藝術紀漂亮裝潢卡爾頓,台北市中山區建國北路三段,5.2年,大樓,建坪 31.49,主+陽 14.14,1房1廳1衛,8樓/14樓,"['有裝潢', '有陽台', '房間皆有窗']","2,488"
6141,萬大線捷運店面,台北市萬華區萬大路,45.6年,店面,建坪 21.6,主+陽 --,1廳1衛,1樓/4樓,"['廁所開窗', '近公園', '近捷運']","2,770"
6142,正仁愛路金店仁愛三普,台北市大安區仁愛路四段,40.8年,店面,建坪 16.85,主+陽 --,1廳1衛,1樓/14樓,"['有裝潢', '警衛管理', '具垃圾處理']","4,988"
6143,雙仁愛學區大套房,台北市大安區仁愛路四段,37.1年,華廈,建坪 11.29,主+陽 9.42,1房1廳1衛,3樓/7樓,"['有裝潢', '有陽台', '警衛管理']","1,368"
6144,長安宴高樓美景長安宴,台北市中山區長安東路二段,12.8年,大樓,建坪 12.05,主+陽 --,1房1廳1衛,12樓/13樓,"['有裝潢', '房間皆有窗', '警衛管理']","1,300"
6145,大直阿默附車位,台北市中山區明水路,13.1年,辦公,建坪 20.05,主+陽 9.82,1廳1衛,8樓/11樓,"['有陽台', '廁所開窗', '房間皆有窗']","1,758"
6146,時代邊間挑高景觀時代廣場,台北市信義區信義路五段,23.2年,大樓/辦公,建坪 49.05,主+陽 25.52,1廳0衛,9樓/12樓,"['有景觀', '廁所開窗', '警衛管理']","3,980"
6147,美型面寬金店面,台北市內湖區成功路三段,37.6年,店面,建坪 31.86,主+陽 --,1廳0衛,1樓/7樓,"['有裝潢', '有景觀', '有陽台']","4,880"
6148,大安朝代金站三樓,台北市大安區復興南路二段,25.3年,辦公/大樓,建坪 16.21,主+陽 --,2廳1衛,3樓/11樓,"['有陽台', '警衛管理', '具垃圾處理']","1,600"
6149,１４米三角金店面,台北市中山區長安東路一段,6.6年,店面/辦公,建坪 80.7,主+陽 --,3廳2衛,1樓/7樓,"['三角窗', '有裝潢', '警衛管理']","9,500"
6150,內湖電梯庭院一樓,台北市內湖區成功路四段,31.6年,公寓/店面,建坪 55.19,主+陽 --,6房3廳3衛,B1-1樓/5樓,"['有裝潢', '前後陽台', '有陽台']","7,000"
6151,合康捷境黃金店面,台北市內湖區金豐街,10.1年,店面,建坪 32.63,主+陽 14.45,1廳1衛,1樓/10樓,"['有裝潢', '有陽台', '警衛管理']","1,998"
6152,大馬路邊間店面,台北市中正區辛亥路一段,36.7年,店面/辦公,建坪 33.78,主+陽 --,2廳1衛,1樓/7樓,"['三角窗', '有裝潢', '有景觀']","2,868"
6153,木柵市場店面文山杜拜,台北市文山區保儀路,10.6年,店面,建坪 17.06,主+陽 --,1廳1衛,1樓/12樓,"['有裝潢', '房間皆有窗', '警衛管理']","2,100"
6154,明水路收租大辦公,台北市中山區明水路,19.3年,辦公,建坪 295.21,主+陽 201.69,1廳0衛,3樓/10樓,"['毛胚屋', '有陽台', '警衛管理']","26,568"
6155,躍松江靜巷挑高宅,台北市中山區松江路,4.0年,華廈,建坪 20.19,主+陽 10.82,1房1廳1衛,2樓/7樓,"['有裝潢', '有景觀', '前後陽台']","2,220"
6156,車站旁挑高摩登屋,台北市中正區開封街一段,13.2年,大樓,建坪 12.16,主+陽 --,1廳1衛,3樓/14樓,"['有裝潢', '警衛管理', '具垃圾處理']","1,168"
6157,貴陽街稀有透天,台北市萬華區貴陽街二段,90.8年,別墅/透天,建坪 28.15,主+陽 --,5房2廳0衛,1-2樓/2樓,"['有裝潢', '廁所開窗', '近公園']","4,800"
6158,美提花園金店面基河國宅二期-A...,台北市中山區樂群二路,20.5年,店面,建坪 45.84,主+陽 --,2廳2衛,1樓/8樓,"['有裝潢', '有景觀', '警衛管理']","9,800"
6159,典雅三房電梯管理,台北市大安區通化街,38.8年,華廈,建坪 38.69,主+陽 32.21,3房2廳2衛,5樓/7樓,"['有裝潢', '前後陽台', '有陽台']","3,288"
6160,五期美邸交響苑遠雄交響苑,台北市內湖區新豐街,8.9年,大樓,建坪 93.51,主+陽 50.8,3房2廳3衛1室,4樓/12樓,"['有裝潢', '前後陽台', '有陽台']","6,380"
6161,明水面中庭,台北市中山區明水路,13.2年,辦公/其它,建坪 14.76,主+陽 5.76,1房1廳1衛,6樓/10樓,"['有裝潢', '有景觀', '警衛管理']",998
6162,百齡國小電梯三房首里,台北市士林區福港街,6.9年,華廈,建坪 51.35,主+陽 25.65,3房2廳2衛,5樓/7樓,"['有裝潢', '有陽台', '廁所開窗']","3,360"
6163,正師大路好店面,台北市中正區師大路,48.5年,店面/辦公,建坪 66.78,主+陽 --,1廳2衛4室,1樓/5樓,"['三角窗', '有裝潢', '廁所開窗']","9,980"
6164,南京捷運花園美寓,台北市松山區南京東路五段,39.1年,公寓,建坪 29.81,主+陽 29.81,3房2廳2衛,5樓/5樓,"['有景觀', '前後陽台', '有陽台']","2,280"
6165,市府新寶稀有高樓新寶大樓,台北市信義區基隆路一段,14.9年,大樓,建坪 20.67,主+陽 13.39,1房1廳1衛,11樓/13樓,"['有裝潢', '有景觀', '有陽台']","2,388"
6166,中正傳家溫馨一樓,台北市中正區南昌路一段,40.9年,公寓,建坪 44.23,主+陽 --,3房1廳0衛,1樓/5樓,"['有裝潢', '有陽台', '廁所開窗']","4,280"
6167,附小台大優美宅,台北市大安區和平東路二段,39.9年,公寓,建坪 30.63,主+陽 30.64,3房2廳2衛,5樓/5樓,"['有裝潢', '有景觀', '前後陽台']","2,498"
6168,大直ＣＢＤ５之７,台北市中山區樂群二路,5.1年,辦公,建坪 184.89,主+陽 112.35,1廳0衛,5樓/10樓,"['警衛管理', '具垃圾處理', '健身房']","29,328"
6169,長寧捷運優質店辦長寧大廈,台北市中山區長春路,24.5年,辦公/店面,建坪 99.02,主+陽 --,2廳0衛,3樓/16樓,"['有裝潢', '警衛管理', '無障礙空間']","7,400"
6170,惟瓦地豪宅大車位瑞安惟瓦地,台北市大安區瑞安街,11.9年,單售車位,建坪 9.83,主+陽 --,0衛,-3樓/13樓,"['警衛管理', '具垃圾處理', '健身房']",420
6171,翠山莊電梯別墅,台北市士林區中社路一段,45.1年,別墅/透天,建坪 97.49,主+陽 --,4房3廳4衛2室,1-2樓/2樓,"['有裝潢', '有景觀', '前後陽台']","16,000"
6172,近捷運面寬金店面南京雙星,台北市松山區南京東路五段,37.0年,店面/辦公,建坪 33.09,主+陽 --,2廳1衛,1樓/12樓,"['有裝潢', '有景觀', '有陽台']","4,600"
6173,景觀別墅農家樂,台北市士林區菁山路,20.9年,別墅/透天,建坪 155.23,主+陽 98.9,5房3廳6衛2室,B1-2樓/2樓,"['前後陽台', '有陽台', '廁所開窗']","9,888"
6174,天母樂活視野遼闊,台北市士林區中山北路六段,12.2年,大樓,建坪 25.86,主+陽 16.75,2房2廳1衛,8樓/15樓,"['有裝潢', '有景觀', '有陽台']","2,588"
6175,忠誠美透天附車庫,台北市士林區忠誠路二段,47.1年,別墅/透天,建坪 34.7,主+陽 --,2房2廳3衛1室,1-2樓/2樓,"['有裝潢', '前後陽台', '有陽台']","6,780"
6176,美堤庭園向上東基河國宅二期-B...,台北市中山區敬業三路,20.5年,華廈,建坪 43.28,主+陽 23.94,3房2廳2衛,1樓/10樓,"['警衛管理', '花園', '近公園']","2,988"
6177,富比世美三房車位富比世,台北市信義區松仁路,24.2年,大樓,建坪 40.29,主+陽 24.78,3房2廳2衛,11樓/16樓,"['有裝潢', '有景觀', '前後陽台']","3,945"
6178,大湖都會辦公室大湖都會,台北市內湖區成功路四段,25.9年,辦公/店面,建坪 77.13,主+陽 56.98,1廳0衛,3樓/15樓,"['有裝潢', '廁所開窗', '房間皆有窗']","5,800"
6179,捷運機能方正富台富台國宅公寓(6...,台北市信義區忠孝東路五段,31.7年,公寓,建坪 33.93,主+陽 26.14,3房2廳2衛1室,5樓/5樓,"['有裝潢', '有景觀', '有陽台']","2,280"
6180,新生學區大安公寓,台北市大安區和平東路一段,51.4年,公寓,建坪 30.91,主+陽 --,4房4衛,4樓/4樓,"['有裝潢', '有景觀', '廁所開窗']","2,880"
6181,西園三樓機能雅寓,台北市萬華區西園路二段,43.1年,公寓,建坪 23.45,主+陽 --,3房1廳1衛,3樓/5樓,"['有裝潢', '近公園', '近市場']","1,050"
6182,中正精選辦公,台北市中正區水源路,32.0年,店面/辦公,建坪 29.21,主+陽 29.17,1廳1衛,1樓/7樓,"['有裝潢', '有陽台', '廁所開窗']","2,350"
6183,內湖捷運收租金雞,台北市內湖區內湖路三段,42.3年,公寓,建坪 24.11,主+陽 24.11,4房4衛,5樓/5樓,"['有裝潢', '有景觀', '廁所開窗']","1,450"
6184,可看屋!遠雄紐約遠雄紐約,台北市內湖區新豐街,5.6年,華廈,建坪 36.81,主+陽 13.17,1房1廳1衛,6樓/10樓,"['有裝潢', '有陽台', '房間皆有窗']","2,250"
6185,晴光市場坡平車位基泰之星,台北市中山區農安街,11.5年,單售車位,建坪 7.34,主+陽 --,0衛,-4樓/14樓,"['有裝潢', '警衛管理', '健身房']",250
6186,中山北路二段純辦,台北市中山區中山北路二段,42.0年,辦公,建坪 87.89,主+陽 67.27,9房1廳0衛1室,8樓/14樓,"['有裝潢', '有景觀', '有陽台']","6,688"
6187,師大隔套收租華廈師大壯園,台北市大安區師大路,11.0年,華廈,建坪 30.54,主+陽 16.62,3房3衛,5樓/6樓,"['有裝潢', '有陽台', '廁所開窗']","3,588"
6188,稀有靜巷奢華豪邸,台北市中正區晉江街,7.8年,華廈,建坪 51.67,主+陽 34.23,3房2廳2衛1室,2樓/5樓,"['有裝潢', '有景觀', '前後陽台']","4,888"
6189,米高美多空間美廈,台北市北投區石牌路一段,6.3年,華廈,建坪 27.07,主+陽 13.82,2房2廳1衛,2樓/9樓,"['有裝潢', '有陽台', '廁所開窗']","2,480"
6190,士北科低總價透天,台北市北投區文林北路,52.8年,別墅/透天,建坪 34.27,主+陽 --,4房2廳1.5衛,1-2樓/2樓,"['有裝潢', '前後陽台', '有陽台']","3,800"
6191,中山二樓商場店辦,台北市中山區中山北路三段,42.9年,店面/辦公,建坪 13,主+陽 7.9,2廳0衛,2樓/14樓,"['有裝潢', '有景觀', '房間皆有窗']",699
6192,景觀美寓視野好,台北市士林區忠義街,41.9年,公寓,建坪 39.22,主+陽 39.22,3房2廳2衛,4樓/5樓,"['有景觀', '前後陽台', '有陽台']","2,380"
6193,羅斯福路辦公1康正大廈,台北市大安區羅斯福路三段,40.0年,大樓,建坪 43.16,主+陽 36.72,1房3廳1衛1室,10樓/12樓,"['有裝潢', '警衛管理', '具垃圾處理']","3,880"
6194,秀泰晶華三角窗店,台北市中山區林森北路,38.5年,店面,建坪 31.68,主+陽 --,2廳2衛,1樓/12樓,"['三角窗', '有裝潢', '廁所開窗']","16,800"
6195,公園捷運三房美廈,台北市信義區忠孝東路五段,38.5年,華廈,建坪 36.55,主+陽 34.51,3房2廳2衛,2樓/7樓,"['有裝潢', '有陽台', '房間皆有窗']","3,488"
6196,觀光夜市黃金透天,台北市大安區臨江街,62.8年,別墅/透天,建坪 32,主+陽 --,3房2廳2衛,1-2樓/3樓,"['有裝潢', '廁所開窗', '近公園']","3,888"
6197,正成功路五段店面康和濱湖,台北市內湖區成功路四段,23.9年,店面,建坪 54.52,主+陽 34.55,2廳1衛,1-2樓/2樓,"['有裝潢', '警衛管理', '具垃圾處理']","5,500"
6198,昇陽之道景觀豪邸昇陽之道,台北市內湖區成功路四段,15.5年,大樓,建坪 70.19,主+陽 39.72,3房2廳2衛,11樓/17樓,"['有裝潢', '有景觀', '有陽台']","5,680"
6199,獨棟香波堡別墅,台北市內湖區瑞光路,12.9年,別墅/透天,建坪 169.56,主+陽 97.13,4房2廳5衛1室,B1-4樓/4樓,"['有裝潢', '有景觀', '前後陽台']","17,800"
6200,雲端置產現成租客,台北市北投區中央南路二段,5.3年,辦公,建坪 26.93,主+陽 9.94,1房1廳1衛,11樓/19樓,"['有裝潢', '有景觀', '有陽台']",960
6201,臨沂豪邸雙車位,台北市中正區臨沂街,31.0年,華廈,建坪 92.6,主+陽 56.06,4房2廳2衛2室,4樓/6樓,"['有裝潢', '前後陽台', '有陽台']","7,880"
6202,中正金華捷運住辦百事吉大廈,台北市大安區羅斯福路二段,43.0年,大樓/辦公,建坪 29.72,主+陽 --,1房1廳1衛1室,7樓/12樓,"['有裝潢', '房間皆有窗', '警衛管理']","2,880"
6203,雲端‧低總價‧讚,台北市北投區中央南路二段,5.3年,其它/辦公,建坪 25.17,主+陽 9.76,1房1廳1衛,2樓/19樓,"['有裝潢', '前後陽台', '有陽台']",980
6204,獨戶迴風三房美寓,台北市萬華區雙園街,35.7年,公寓,建坪 40.49,主+陽 36.39,3房2廳2衛,4樓/5樓,"['有裝潢', '有景觀', '前後陽台']","1,988"
6205,文山印象景觀車位文山印象,台北市文山區興隆路三段,9.2年,大樓,建坪 74.74,主+陽 35.77,3房2廳2衛,12樓/12樓,"['有裝潢', '有景觀', '有陽台']","4,880"
6206,安和辦公兩戶合併日光天下,台北市大安區安和路二段,40.2年,辦公,建坪 115.42,主+陽 95.98,2衛11室,10樓/12樓,"['廁所開窗', '警衛管理', '近公園']","11,350"
6207,安和林蔭辦公高樓日光天下,台北市大安區安和路二段,40.2年,辦公,建坪 45.23,主+陽 37.36,1廳1衛3室,10樓/12樓,"['警衛管理', '具垃圾處理', '近公園']","4,448"
6208,大安精緻幽靜美廈仁義大廈,台北市大安區大安路一段,48.5年,華廈,建坪 32.44,主+陽 32.44,3房2廳2衛,4樓/7樓,"['有裝潢', '有景觀', '有陽台']","3,350"
6209,金龍路金店面,台北市內湖區金龍路,37.0年,店面,建坪 84.07,主+陽 --,2廳1衛,B1-1樓/5樓,"['有裝潢', '近公園', '近捷運']","5,680"
6210,築青庭優質1+1築青庭,台北市信義區永吉路,10.6年,大樓,建坪 31.44,主+陽 16.48,1房1廳1衛,3樓/12樓,"['有裝潢', '有景觀', '廁所開窗']","3,480"
6211,極美坡平車位極美,台北市文山區辛亥路六段,12.6年,單售車位,建坪 13.15,主+陽 --,0衛,-2樓/14樓,"['有裝潢', '具垃圾處理', '游泳池']",150
6212,寧夏涼州雙併大樓,台北市大同區寧夏路,18.7年,大樓,建坪 46.46,主+陽 33.35,2房2廳2衛,7樓/11樓,"['有裝潢', '廁所開窗', '房間皆有窗']","3,200"
6213,南港方正潛力一樓,台北市南港區南港路三段,51.0年,店面,建坪 17.24,主+陽 --,2房2廳1.5衛,1樓/4樓,"['有裝潢', '有陽台', '廁所開窗']","1,580"
6214,松江敦華坡平車位松江敦華,台北市中山區建國北路二段,10.2年,單售車位,建坪 13.21,主+陽 --,0衛,-2樓/15樓,"['健身房', '近公園', '近捷運']",350
6215,有天有地。１０１,台北市信義區紫雲街,8.1年,別墅/透天,建坪 149.23,主+陽 98.75,5廳0衛,B1-5樓/5樓,"['有景觀', '前後陽台', '有陽台']","11,000"
6216,內科面寬邊間廠辦,台北市內湖區行忠路,12.2年,廠房/辦公,建坪 109.09,主+陽 54.88,2廳1衛,5樓/8樓,"['有裝潢', '有景觀', '廁所開窗']","4,680"
6217,敦北民生高樓辦公,台北市松山區敦化北路,37.7年,辦公,建坪 177.91,主+陽 148.03,11房3廳0衛,10樓/14樓,"['有裝潢', '有景觀', '警衛管理']","19,800"
6218,仁愛帝寶林蔭店辦國泰華府大廈,台北市大安區仁愛路三段,45.9年,辦公,建坪 32.72,主+陽 --,1廳1衛2室,1樓/12樓,"['有裝潢', '房間皆有窗', '警衛管理']","5,788"
6219,正濱江超大土地,台北市中山區濱江街,--,土地,地坪 343.81,主+陽 --,0衛,樓/0樓,['近公園'],"41,258"
6220,凌霄優美景觀高樓,台北市北投區中山路,36.7年,大樓,建坪 19.63,主+陽 13.72,2房2廳2衛,8樓/12樓,"['有裝潢', '有景觀', '房間皆有窗']",660
6221,信安華廈地下室,台北市信義區信安街,29.5年,其它,建坪 56.34,主+陽 --,8房9衛,-1樓/7樓,"['有裝潢', '廁所開窗', '房間皆有窗']","1,988"
6222,市府捷運熱鬧金店,台北市信義區永吉路,35.7年,店面,建坪 32.36,主+陽 --,1廳1衛,1樓/7樓,"['有裝潢', '近公園', '近捷運']","2,680"
6223,大安森林公寓三房,台北市大安區新生南路一段,43.5年,公寓,建坪 33.12,主+陽 33.12,3房2廳2衛,4樓/5樓,"['有裝潢', '前後陽台', '有陽台']","1,880"
6224,公館新館高樓美屋公館新館,台北市中正區汀州路三段,14.1年,華廈,建坪 11.46,主+陽 7.84,1廳1衛,6樓/9樓,"['有裝潢', '警衛管理', '具垃圾處理']","1,399"
